Reactions_Number,Temperature,S_C,H_logP,H_TPSA,Atom1 NBO charge,Atom3 NBO charge,Atom4 NBO charge,C=O/C=N Vibration Frequency,Sterimol L1,Sterimol Bmin1,Sterimol Bmax1,Sterimol L2,Sterimol Bmin2,Sterimol Bmax2,C_Di_HA,Bite_Anger,C_BL1,C_BL2,Ph_distance,N_Q1,N_Q2,M_Q,%V_bur,Ee
R05_03_Cat06_T333,333,500,0.17,27.57,-0.573,-0.15,-0.306,1755.9,4.88,1.7,4.96,2.7,1.7,4.51,40.6,75.07,2.14675,2.1771,1.73,-0.872,-0.57,0.037,0.81,99.9
R11_09_Cat05_T298,298,200,0.17,27.57,-0.597,-0.21,-0.222,1782.04,7.32,1.7,6.04,6.08,1.7,6.04,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,6.0
R09_12_Cat09_T298,298,100,0.17,27.57,-0.566,-0.168,-0.341,1759.74,6.2,1.7,6.11,3.46,1.7,4.96,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,97.0
R18_03_Cat11_T293,293,200,0.17,27.57,-0.487,-0.112,-0.289,1695.05,6.16,1.84,6.63,3.27,1.7,3.25,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,89.0
R22_03_Cat13_T333,333,1000,0.17,27.57,-0.629,-0.146,-0.79,1702.23,5.69,1.7,5.6,2.18,1.7,2.14,42.8,78.79,2.11552,2.15028,1.82,-0.833,-0.745,-0.265,0.706,97.2
R21_08_Cat08_T298,298,100,0.17,27.57,-0.545,-0.176,-0.44,1769.85,3.46,1.7,5.57,4.12,2.06,4.06,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R10_03_Cat05_T300,300,100,0.17,27.57,-0.566,0.617,-0.167,1731.15,6.24,1.7,6.05,3.44,1.7,6.27,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,45.4
R13_31_Cat05_T298,298,67,0.17,27.57,-0.544,0.614,-0.657,1791.36,7.37,2.27,5.59,6.53,1.7,3.79,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,90.0
R20_02_Cat12_T323,323,100,-0.14,72.3,-0.617,-0.163,-0.345,1762.54,7.72,2.52,5.38,3.25,1.97,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,99.0
R22_06_Cat13_T333,333,1000,0.17,27.57,-0.628,-0.129,-0.791,1702.78,8.41,1.7,4.47,2.18,1.7,2.14,42.8,78.79,2.11552,2.15028,1.82,-0.833,-0.745,-0.265,0.706,97.6
R01_11_Cat01_T301,301,200,0.17,27.57,-0.628,-0.345,-0.789,1694.37,4.64,1.76,3.46,2.19,1.7,2.13,42.2,77.79,2.14262,2.12838,1.73,-0.863,-0.742,0.027,0.796,98.0
R15_18_Cat08_T273,273,200,0.17,27.57,-0.577,-0.238,-0.339,1791.39,7.97,1.7,5.93,3.26,1.7,3.26,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R20_18_Cat12_T323,323,100,-0.14,72.3,-0.616,-0.16,-0.345,1763.43,7.87,2.8,4.4,3.25,1.97,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,99.0
R06_09_Cat06_T283,283,100,0.17,27.57,-0.603,-0.159,-0.189,1696.23,4.06,1.7,4.98,3.44,1.7,4.96,40.6,74.85,2.15757,2.17603,1.73,-0.875,-0.57,0.042,0.809,91.0
R13_36_Cat05_T298,298,67,0.17,27.57,-0.523,0.751,-0.562,1805.21,5.49,1.81,3.09,5.21,1.7,3.17,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,80.0
R15_13_Cat08_T273,273,200,0.17,27.57,-0.547,0.121,-0.235,1784.99,6.77,2.94,5.46,6.62,1.71,5.28,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R10_10_Cat05_T300,300,100,0.17,27.57,-0.509,0.601,-0.166,1796.81,8.34,1.7,3.74,4.51,1.74,4.43,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,50.0
R16_19_Cat10_T313,313,20,0.17,27.57,-0.665,-0.321,-0.358,1643.05,9.52,1.7,5.13,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,82.0
R17_12_Cat08_T298,298,100,0.17,27.57,-0.572,0.325,-0.408,1729.05,6.32,2.6,6.24,4.38,1.7,4.3,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,99.0
R14_09_Cat05_T298,298,100,0.17,27.57,-0.577,-0.13,-0.136,1729.96,5.25,1.7,7.69,6.84,1.7,5.85,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,88.0
R06_01_Cat06_T333,333,100,0.17,27.57,0.619,-0.147,-0.155,1684.14,4.11,1.7,4.94,3.44,1.7,4.96,40.6,74.88,2.15667,2.17608,1.73,-0.875,-0.57,0.041,0.809,98.0
R13_25_Cat05_T298,298,67,0.17,27.57,-0.523,0.757,-0.643,1831.28,6.11,1.82,5.18,5.2,1.7,3.16,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,98.0
R07_15_Cat05_T300,300,100,0.17,27.57,-0.561,-0.143,-0.171,1805.78,4.64,1.7,9.59,4.5,1.7,4.41,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,91.5
R01_01_Cat01_T333,333,200,0.17,27.57,-0.628,-0.167,-0.789,1712.59,3.45,1.7,4.96,2.18,1.7,2.14,42.2,78.62,2.11968,2.13272,1.73,-0.87,-0.742,0.025,0.796,96.0
R15_07_Cat08_T273,273,200,0.17,27.57,-0.564,-0.18,-0.239,1758.62,6.78,2.94,5.46,3.47,1.7,5.57,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R04_02_Cat05_T287,287,200,0.17,27.57,-0.634,-0.351,-0.791,1735.18,3.54,1.7,5.03,2.19,1.7,2.13,39.9,77.31,2.16696,2.151,1.74,-0.834,-0.553,0.033,0.792,72.0
R21_23_Cat08_T298,298,100,0.17,27.57,-0.536,-0.451,-0.788,1825.56,5.35,1.7,5.69,2.18,1.7,2.13,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R16_18_Cat10_T313,313,20,0.17,27.57,-0.665,-0.322,-0.358,1643.22,8.35,1.7,4.07,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,78.0
R12_07_Cat08_T323,323,200,-0.327466667,27.02666667,-0.596,-0.143,-0.219,1740.11,7.57,1.7,6.05,3.42,1.7,4.96,48.2,79.02,2.1505,2.11373,1.92,-0.901,-0.575,0.24,0.817,99.0
R02_04_Cat03_T301,301,200,0.17,27.57,-0.6,-0.168,-0.533,1738.42,3.46,1.7,4.96,2.29,1.7,3.47,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,83.0
R13_19_Cat05_T298,298,67,0.17,27.57,-0.534,0.626,-0.65,1800.05,6.81,1.7,4.81,6.28,1.7,5.21,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,98.0
R04_01_Cat05_T301,301,200,0.17,27.57,-0.628,-0.167,-0.789,1712.59,3.45,1.7,4.96,2.18,1.7,2.14,39.9,77.32,2.16677,2.15106,1.74,-0.834,-0.553,0.033,0.792,96.0
R16_01_Cat04_T313_06,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,42.5,78.37,2.19474,2.12734,1.74,-0.865,-0.738,0.031,0.782,79.0
R17_18_Cat08_T298,298,100,0.17,27.57,-0.563,0.325,-0.371,1733.28,7.88,1.7,5.76,4.38,1.7,4.3,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,94.0
R11_24_Cat05_T298,298,200,0.17,27.57,-0.597,-0.21,-0.223,1782.68,6.07,1.7,7.47,6.08,1.7,6.04,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,28.0
R11_17_Cat05_T298,298,200,0.17,27.57,-0.605,-0.202,-0.22,1775.04,10.3,1.7,6.3,6.79,1.83,6.13,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,65.0
R11_16_Cat05_T298,298,200,0.17,27.57,-0.597,-0.21,-0.216,1781.79,10.31,1.7,6.34,6.08,1.7,6.04,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,46.0
R09_03_Cat09_T298,298,100,0.17,27.57,-0.577,-0.164,-0.567,1751.16,5.33,1.7,5.67,3.46,1.7,4.96,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,95.0
R19_12_Cat09_T298,298,100,0.17,27.57,-0.47,-0.086,-0.112,1672.49,6.15,1.77,6.64,3.45,1.7,4.97,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,92.0
R8_11_Cat08_T303,303,100,0.17,27.57,-0.578,-0.184,-0.566,1774.2,8.11,2.39,4.77,5.18,1.7,5.2,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,99.0
R03_15_Cat04_T303,303,100,0.17,27.57,-0.551,-0.209,-0.794,1803.08,7.9,1.7,6.04,2.18,1.7,2.13,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,98.5
R17_19_Cat08_T298,298,100,0.17,27.57,-0.566,0.325,-0.376,1730.41,8.77,1.83,6.13,4.38,1.7,4.3,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,97.0
R16_08_Cat10_T313,313,20,0.17,27.57,-0.658,-0.307,-0.359,1654.19,4.51,1.7,7.25,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,85.0
R17_02_Cat08_T298,298,100,0.17,27.57,-0.598,0.631,-0.324,1560.48,8.25,1.7,6.53,3.91,1.7,3.67,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,76.0
R09_01_Cat09_T298,298,100,0.17,27.57,-0.58,-0.165,-0.58,1750.46,5.32,1.7,5.54,3.45,1.7,4.96,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,98.0
R12_09_Cat08_T323,323,200,-0.327466667,27.02666667,-0.607,-0.168,-0.215,1731.18,7.49,1.7,6.44,3.42,1.7,4.96,48.2,79.02,2.1505,2.11373,1.92,-0.901,-0.575,0.24,0.817,99.0
R8_10_Cat08_T303,303,100,0.17,27.57,-0.579,-0.173,-0.566,1770.41,8.05,2.46,4.76,4.02,1.7,4.96,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,99.0
R20_11_Cat12_T323,323,100,-0.14,72.3,-0.612,-0.163,-0.345,1767.74,4.57,2.2,7.13,3.25,1.96,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,95.0
R14_06_Cat05_T298,298,100,0.17,27.57,-0.564,-0.131,-0.135,1741.24,5.19,1.7,7.69,3.43,1.7,6.39,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,70.0
R15_01_Cat08_T273,273,200,0.17,27.57,-0.561,-0.167,-0.24,1759.02,6.79,2.93,5.49,3.47,1.7,4.96,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R13_17_Cat05_T298,298,67,0.17,27.57,-0.537,0.623,-0.64,1797.23,6.49,1.7,5.76,6.27,1.7,5.21,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,97.0
R20_15_Cat12_T323,323,100,-0.14,72.3,-0.617,-0.162,-0.345,1763.23,8.6,3.0,4.57,3.25,1.97,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,98.0
R21_15_Cat08_T298,298,100,0.17,27.57,-0.557,-0.176,-0.439,1758.09,6.88,1.7,6.21,4.12,2.06,4.08,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R11_10_Cat05_T298,298,200,0.17,27.57,-0.598,-0.209,-0.222,1783.32,9.06,1.82,4.79,7.32,1.7,6.04,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,12.0
R22_08_Cat13_T333,333,1000,0.17,27.57,-0.626,-0.128,-0.791,1708.84,6.56,1.7,5.87,2.18,1.7,2.14,42.8,78.79,2.11552,2.15028,1.82,-0.833,-0.745,-0.265,0.706,98.1
R8_01_Cat08_T303,303,100,0.17,27.57,-0.584,-0.191,-0.565,1768.98,8.06,2.45,4.77,3.42,1.7,4.96,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,99.0
R02_03_Cat03_T301,301,200,0.17,27.57,-0.623,-0.164,-0.79,1716.53,6.29,1.75,3.25,2.18,1.7,2.14,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,86.0
R22_03_Cat13_T313,313,1000,0.17,27.57,-0.63,-0.146,-0.79,1701.58,5.69,1.7,5.6,2.18,1.7,2.14,42.9,78.77,2.11587,2.15011,1.82,-0.833,-0.745,-0.265,0.706,97.8
R20_14_Cat12_T323,323,100,-0.14,72.3,-0.615,-0.161,-0.345,1764.82,6.03,2.65,8.87,3.25,1.96,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,99.0
R17_05_Cat08_T298,298,100,0.17,27.57,-0.574,0.347,-0.379,1764.39,8.24,1.7,6.04,5.06,2.35,5.6,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,97.0
R09_08_Cat09_T298,298,100,0.17,27.57,-0.559,-0.173,-0.353,1762.06,9.47,1.7,5.81,3.45,1.7,4.96,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,95.0
R16_25_Cat10_T313,313,20,0.17,27.57,-0.653,-0.328,-0.352,1632.43,6.13,1.7,4.64,3.31,1.7,3.33,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,85.0
R17_09_Cat08_T298,298,100,0.17,27.57,-0.572,0.325,-0.383,1725.93,8.77,1.83,6.13,4.38,1.7,4.3,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,97.0
R10_11_Cat05_T300,300,100,0.17,27.57,-0.565,0.622,-0.182,1736.23,8.34,1.7,4.05,6.15,1.7,4.66,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,77.9
R16_12_Cat10_T313,313,20,0.17,27.57,-0.663,-0.317,-0.359,1649.73,7.29,1.7,5.97,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,74.0
R11_18_Cat05_T298,298,200,0.17,27.57,-0.603,-0.204,-0.222,1779.03,6.09,1.7,6.06,5.25,1.7,3.96,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,59.0
R03_02_Cat04_T303,303,100,0.17,27.57,-0.537,-0.223,-0.569,1802.19,8.67,2.6,5.72,5.48,1.82,3.1,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,99.0
R05_08_Cat07_T333,333,100,0.17,27.57,-0.577,-0.16,-0.294,1731.65,5.04,1.7,3.7,3.43,1.7,4.96,40.1,75.28,2.14546,2.17619,1.73,-0.875,-0.57,0.038,0.799,97.0
R21_12_Cat08_T298,298,100,0.17,27.57,-0.557,-0.193,-0.439,1760.1,6.89,1.7,4.02,4.12,2.05,4.07,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R11_05_Cat05_T298,298,200,0.17,27.57,-0.613,-0.206,-0.229,1770.5,6.23,1.89,6.96,6.05,1.7,6.04,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,46.0
R15_03_Cat08_T273,273,200,0.17,27.57,-0.567,-0.177,-0.239,1754.57,6.78,2.94,5.46,5.93,1.7,3.53,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R01_10_Cat01_T333,333,200,0.17,27.57,-0.636,-0.172,-0.556,1709.68,4.97,1.7,3.25,4.09,1.7,3.18,42.2,78.62,2.11968,2.13272,1.73,-0.87,-0.742,0.025,0.796,98.0
R03_09_Cat04_T303,303,100,0.17,27.57,-0.524,-0.221,-0.568,1836.06,7.1,1.97,2.82,5.3,2.51,3.55,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,98.5
R12_11_Cat08_T323,323,200,-0.327466667,27.02666667,-0.607,-0.157,-0.216,1735.46,6.22,1.92,4.58,3.42,1.7,4.96,48.2,79.02,2.1505,2.11373,1.92,-0.901,-0.575,0.24,0.817,99.0
R10_12_Cat05_T300,300,100,0.17,27.57,-0.545,0.605,-0.141,1770.02,8.33,1.71,4.22,7.04,3.18,5.38,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,94.42
R20_12_Cat12_T323,323,100,-0.14,72.3,-0.617,-0.162,-0.345,1763.47,8.04,2.3,8.03,3.25,1.97,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,99.0
R13_16_Cat05_T298,298,67,0.17,27.57,-0.539,0.611,-0.631,1805.68,6.11,1.75,5.15,5.01,1.7,5.46,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,92.0
R04_07_Cat05_T313,313,200,0.17,27.57,-0.653,-0.153,-0.36,1685.64,3.43,1.7,4.97,3.32,1.7,3.31,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,78.0
R02_04_Cat02_T301,301,200,0.17,27.57,-0.6,-0.168,-0.533,1738.42,3.46,1.7,4.96,2.29,1.7,3.47,42.1,79.22,2.16778,2.14473,1.77,-0.854,-0.553,0.035,0.783,92.0
R13_10_Cat05_T298,298,67,0.17,27.57,-0.548,0.608,-0.646,1811.72,7.92,1.7,5.99,6.24,1.7,6.05,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,91.0
R15_01_Cat08_T273_03,273,200,0.17,27.57,-0.561,-0.167,-0.24,1759.02,6.79,2.93,5.49,3.47,1.7,4.96,39.81,75.53,2.14825,2.17778,1.73,-0.875,-0.57,0.053,0.803,25.0
R16_17_Cat10_T313,313,20,0.17,27.57,-0.647,-0.288,-0.361,1661.45,4.08,1.7,8.92,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,78.0
R10_07_Cat05_T300,300,100,0.17,27.57,-0.539,0.606,-0.164,1767.09,8.33,1.7,4.03,4.49,1.7,4.97,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,29.5
R13_08_Cat05_T298,298,67,0.17,27.57,-0.547,0.616,-0.645,1804.32,7.45,2.3,3.59,5.55,1.8,4.36,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,94.0
R03_11_Cat04_T303,303,100,0.17,27.57,-0.536,-0.172,-0.217,1752.14,6.55,1.7,3.83,3.43,1.7,4.96,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,70.0
R21_22_Cat08_T298,298,100,0.17,27.57,-0.541,-0.163,-0.446,1772.98,3.43,1.7,4.96,4.23,2.21,4.03,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R15_14_Cat08_T273,273,200,0.17,27.57,-0.572,0.189,-0.232,1746.31,8.0,1.89,5.91,3.93,1.7,4.3,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R19_13_Cat09_T298,298,100,0.17,27.57,-0.466,-0.084,-0.113,1672.86,6.15,1.76,6.63,3.46,1.7,6.29,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,97.0
R06_25_Cat06_T303,303,100,0.17,27.57,-0.62,-0.096,-0.189,1681.2,5.18,1.7,5.75,6.88,1.7,4.02,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,99.0
R21_01_Cat08_T298,298,100,0.17,27.57,-0.543,-0.164,-0.439,1775.83,3.46,1.7,4.96,3.27,1.7,4.16,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R03_16_Cat04_T303,303,100,0.17,27.57,-0.534,-0.206,-0.794,1807.52,6.89,2.2,8.45,2.19,1.7,2.13,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,98.0
R13_18_Cat05_T298,298,67,0.17,27.57,-0.536,0.625,-0.649,1797.35,6.69,1.7,6.51,6.28,1.7,5.21,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,97.0
R14_22_Cat05_T298,298,100,0.17,27.57,-0.55,-0.107,-0.118,1716.46,5.18,1.7,7.7,6.57,1.7,6.31,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,97.0
R14_13_Cat05_T298,298,100,0.17,27.57,-0.576,0.188,-0.128,1728.16,5.16,1.7,7.71,4.29,1.7,3.62,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,99.0
R21_20_Cat08_T298,298,100,0.17,27.57,-0.564,0.057,-0.427,1735.11,6.23,1.74,5.36,4.14,1.7,4.14,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R17_22_Cat08_T298,298,100,0.17,27.57,-0.556,0.326,-0.336,1739.6,6.8,1.7,5.93,4.36,1.7,4.31,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,98.0
R05_01_Cat07_T333,333,1000,0.17,27.57,-0.582,-0.168,-0.303,1748.39,3.43,1.7,4.95,2.7,1.7,4.51,40.1,75.28,2.14546,2.17619,1.73,-0.875,-0.57,0.038,0.799,99.9
R21_21_Cat08_T298,298,100,0.17,27.57,-0.546,-0.169,-0.445,1780.64,3.42,1.7,4.96,2.67,1.7,4.05,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R15_06_Cat08_T273,273,200,0.17,27.57,-0.573,-0.178,-0.239,1749.07,6.11,1.7,5.97,6.29,1.7,4.12,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R03_05_Cat04_T303,303,100,0.17,27.57,-0.527,-0.221,-0.794,1839.8,6.33,2.16,5.06,2.18,1.7,2.13,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,99.0
R06_05_Cat06_T333,333,100,0.17,27.57,-0.623,-0.153,-0.158,1681.24,5.93,1.74,4.52,3.44,1.7,4.96,40.6,74.88,2.15667,2.17608,1.73,-0.875,-0.57,0.041,0.809,97.0
R07_04_Cat05_T300,300,100,0.17,27.57,-0.569,-0.142,-0.171,1770.78,17.28,2.53,4.72,3.42,1.7,4.95,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,94.3
R03_12_Cat04_T303,303,100,0.17,27.57,-0.553,-0.203,-0.213,1736.15,6.89,1.7,4.02,6.56,1.7,3.82,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,71.0
R20_06_Cat12_T323,323,100,-0.14,72.3,-0.612,-0.163,-0.345,1766.69,4.54,2.14,6.53,3.25,1.96,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,97.0
R09_13_Cat09_T298,298,100,0.17,27.57,-0.586,-0.161,-0.56,1750.27,6.39,1.7,6.11,3.46,1.7,4.96,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,96.0
R15_12_Cat08_T273,273,200,0.17,27.57,-0.554,-0.198,-0.241,1765.79,6.12,1.7,5.97,3.27,1.7,4.87,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R22_04_Cat13_T333,333,1000,0.17,27.57,-0.632,-0.142,-0.79,1697.49,5.97,1.7,5.68,2.18,1.7,2.14,42.8,78.79,2.11552,2.15028,1.82,-0.833,-0.745,-0.265,0.706,98.4
R02_06_Cat03_T301,301,200,0.17,27.57,-0.626,-0.153,-0.784,1708.0,4.94,1.7,5.41,2.18,1.7,2.14,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,88.0
R06_16_Cat06_T303,303,100,0.17,27.57,-0.612,-0.132,-0.156,1686.23,4.03,1.7,5.58,3.44,1.7,4.96,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,77.0
R11_21_Cat05_T298,298,200,0.17,27.57,-0.604,-0.209,-0.221,1772.22,8.21,2.65,4.8,6.06,1.7,6.04,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,0.0
R06_15_Cat06_T303,303,100,0.17,27.57,-0.619,-0.149,-0.154,1682.76,4.71,1.7,6.28,3.44,1.7,4.96,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,76.0
R18_07_Cat11_T293,293,200,0.17,27.57,-0.696,-0.09,-0.107,1581.08,4.7,1.7,4.96,4.52,2.13,4.61,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,81.0
R12_03_Cat08_T323,323,200,-0.327466667,27.02666667,-0.601,-0.151,-0.218,1737.21,5.88,2.5,6.55,3.42,1.7,4.96,48.2,79.02,2.1505,2.11373,1.92,-0.901,-0.575,0.24,0.817,97.0
R16_01_Cat04_T313_03,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,41.7,78.69,2.19256,2.17619,1.74,-0.865,-0.738,0.031,0.782,61.0
R05_13_Cat07_T333,333,200,0.17,27.57,-0.596,-0.16,-0.441,1718.19,4.21,2.46,5.5,3.44,1.7,4.96,40.1,75.28,2.14546,2.17619,1.73,-0.875,-0.57,0.038,0.799,98.9
R16_10_Cat10_T313,313,20,0.17,27.57,-0.656,-0.305,-0.36,1659.36,5.41,1.7,7.26,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,84.0
R04_06_Cat05_T313,313,200,0.17,27.57,-0.622,-0.132,-0.156,1700.0,3.47,1.7,4.97,3.31,1.7,3.25,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,77.0
R01_09_Cat01_T301,301,200,0.17,27.57,-0.635,-0.172,-0.559,1731.74,3.37,1.7,4.93,3.29,1.7,2.7,42.2,77.79,2.14262,2.12838,1.73,-0.863,-0.742,0.027,0.796,99.0
R12_10_Cat08_T323,323,200,-0.327466667,27.02666667,-0.599,-0.15,-0.218,1736.64,8.65,1.7,6.11,3.42,1.7,4.96,48.2,79.02,2.1505,2.11373,1.92,-0.901,-0.575,0.24,0.817,98.0
R15_01_Cat08_T273_02,273,200,0.17,27.57,-0.561,-0.167,-0.24,1759.02,6.79,2.93,5.49,3.47,1.7,4.96,40.81,78.9,2.15507,2.12024,1.74,-0.85,-0.732,0.008,0.745,28.0
R15_19_Cat08_T273,273,200,0.17,27.57,-0.536,-0.166,-0.225,1751.55,8.03,1.7,5.89,9.09,1.7,3.35,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
